FECHA (YYMMDD),HORA (HHMM),Registros validados,Registros preliminares,Registros no validados
180105,1600,1,,
180105,1700,1,,
180105,1800,1,,
180105,1900,1,,
180105,2000,3,,
180105,2100,5,,
180105,2200,8,,
180105,2300,7,,
180106,0,8,,
180106,100,4,,
180106,200,1,,
180106,300,7,,
180106,400,4,,
180106,500,7,,
180106,600,8,,
180106,700,8,,
180106,800,5,,
180106,900,7,,
180106,1000,,,
180106,1100,6,,
180106,1200,4,,
180106,1300,1,,
180106,1400,1,,
180106,1500,1,,
180106,1600,1,,
180106,1700,1,,
180106,1800,1,,
180106,1900,3,,
180106,2000,6,,
180106,2100,4,,
180106,2200,5,,
180106,2300,8,,
180107,0,2,,
180107,100,1,,
180107,200,1,,
180107,300,1,,
180107,400,1,,
180107,500,3,,
180107,600,5,,
180107,700,3,,
180107,800,1,,
180107,900,1,,
180107,1000,1,,
180107,1100,1,,
180107,1200,1,,
180107,1300,1,,
180107,1400,1,,
180107,1500,1,,
180107,1600,1,,
180107,1700,1,,
180107,1800,1,,
180107,1900,1,,
180107,2000,1,,
180107,2100,1,,
180107,2200,2,,
180107,2300,5,,
180108,0,3,,
180108,100,1,,
180108,200,1,,
180108,300,1,,
180108,400,1,,
180108,500,4,,
180108,600,3,,
180108,700,1,,
180108,800,4,,
180108,900,8,,
180108,1000,8,,
180108,1100,3,,
180108,1200,1,,
180108,1300,1,,
180108,1400,1,,
180108,1500,2,,
180108,1600,3,,
180108,1700,3,,
180108,1800,1,,
180108,1900,1,,
180108,2000,3,,
180108,2100,4,,
180108,2200,1,,
180108,2300,1,,
180109,0,2,,
180109,100,1,,
180109,200,1,,
180109,300,1,,
180109,400,1,,
180109,500,1,,
180109,600,1,,
180109,700,2,,
180109,800,3,,
180109,900,4,,
180109,1000,4,,
180109,1100,1,,
180109,1200,1,,
180109,1300,1,,
180109,1400,1,,
180109,1500,1,,
180109,1600,2,,
180109,1700,3,,
180109,1800,1,,
180109,1900,2,,
180109,2000,4,,
180109,2100,5,,
180109,2200,5,,
180109,2300,5,,
180110,0,4,,
180110,100,2,,
180110,200,1,,
180110,300,1,,
180110,400,1,,
180110,500,1,,
180110,600,1,,
180110,700,5,,
180110,800,4,,
180110,900,3,,
180110,1000,1,,
180110,1100,3,,
180110,1200,3,,
180110,1300,2,,
180110,1400,4,,
180110,1500,4,,
180110,1600,4,,
180110,1700,5,,
180110,1800,4,,
180110,1900,5,,
180110,2000,14,,
180110,2100,6,,
180110,2200,5,,
180110,2300,3,,
180111,0,6,,
180111,100,4,,
180111,200,1,,
180111,300,1,,
180111,400,1,,
180111,500,3,,
180111,600,12,,
180111,700,4,,
180111,800,3,,
180111,900,7,,
180111,1000,5,,
180111,1100,2,,
180111,1200,1,,
180111,1300,1,,
180111,1400,1,,
180111,1500,1,,
180111,1600,4,,
180111,1700,3,,
180111,1800,3,,
180111,1900,3,,
180111,2000,3,,
180111,2100,3,,
180111,2200,3,,
180111,2300,3,,
180112,0,4,,
180112,100,3,,
180112,200,1,,
180112,300,1,,
180112,400,1,,
180112,500,4,,
180112,600,4,,
180112,700,7,,
180112,800,4,,
180112,900,2,,
180112,1000,,,
180112,1100,,,
180112,1200,,,3
180112,1300,,,2
180112,1400,,,3
180112,1500,,,1
180112,1600,,,1
180112,1700,,,1
180112,1800,,,1
180112,1900,,,1
180112,2000,,,1
180112,2100,,,1
180112,2200,,,1
180112,2300,,,4
180113,0,,,3
180113,100,,,4
180113,200,,,2
180113,300,,,1
180113,400,,,1
180113,500,,,1
180113,600,,,1
180113,700,,,1
180113,800,,,1
180113,900,,,1
180113,1000,,,1
180113,1100,,,1
180113,1200,,,1
180113,1300,,,1
180113,1400,,,1
180113,1500,,,1
180113,1600,,,1
180113,1700,,,1
180113,1800,,,1
180113,1900,,,1
180113,2000,,,3
180113,2100,,,1
180113,2200,,,1
180113,2300,,,1
180114,0,,,4
180114,100,,,4
180114,200,,,5
180114,300,,,4
180114,400,,,1
180114,500,,,1
180114,600,,,1
180114,700,,,1
180114,800,,,6
180114,900,,,4
180114,1000,,,5
180114,1100,,,4
180114,1200,,,1
180114,1300,,,1
180114,1400,,,1
180114,1500,,,1
180114,1600,,,1
180114,1700,,,1
180114,1800,,,1
180114,1900,,,3
180114,2000,,,4
180114,2100,,,1
180114,2200,,,1
180114,2300,,,2
180115,0,,,1
180115,100,,,1
180115,200,,,1
180115,300,,,1
180115,400,,,1
180115,500,,,3
180115,600,,,4
180115,700,,,1
180115,800,,,1
180115,900,,,1
180115,1000,,,3
180115,1100,,,3
180115,1200,,,1
180115,1300,,,1
180115,1400,,,
180115,1500,11,,
180115,1600,11,,
180115,1700,14,,
180115,1800,12,,
180115,1900,9,,
180115,2000,12,,
180115,2100,13,,
180115,2200,12,,
180115,2300,11,,
180116,0,7,,
180116,100,3,,
180116,200,4,,
180116,300,4,,
180116,400,4,,
180116,500,8,,
180116,600,7,,
180116,700,12,,
180116,800,8,,
180116,900,7,,
180116,1000,4,,
180116,1100,3,,
180116,1200,2,,
180116,1300,3,,
180116,1400,5,,
180116,1500,3,,
180116,1600,1,,
180116,1700,3,,
180116,1800,5,,
180116,1900,6,,
180116,2000,7,,
180116,2100,18,,
180116,2200,12,,
180116,2300,8,,
180117,0,5,,
180117,100,2,,
180117,200,1,,
180117,300,1,,
180117,400,3,,
180117,500,4,,
180117,600,5,,
180117,700,5,,
180117,800,8,,
180117,900,5,,
180117,1000,1,,
180117,1100,1,,
180117,1200,1,,
180117,1300,1,,
180117,1400,1,,
180117,1500,1,,
180117,1600,2,,
180117,1700,3,,
180117,1800,3,,
180117,1900,1,,
180117,2000,4,,
180117,2100,7,,
180117,2200,8,,
180117,2300,4,,
180118,0,3,,
180118,100,4,,
180118,200,4,,
180118,300,2,,
180118,400,1,,
180118,500,1,,
180118,600,3,,
180118,700,8,,
180118,800,7,,
180118,900,4,,
180118,1000,1,,
180118,1100,1,,
180118,1200,1,,
180118,1300,1,,
180118,1400,1,,
180118,1500,1,,
180118,1600,3,,
180118,1700,9,,
180118,1800,8,,
180118,1900,9,,
180118,2000,10,,
180118,2100,10,,
180118,2200,8,,
180118,2300,8,,
180119,0,5,,
180119,100,8,,
180119,200,8,,
180119,300,8,,
180119,400,7,,
180119,500,5,,
180119,600,11,,
180119,700,10,,
180119,800,8,,
180119,900,4,,
180119,1000,1,,
180119,1100,1,,
180119,1200,4,,
180119,1300,3,,
180119,1400,5,,
180119,1500,5,,
180119,1600,3,,
180119,1700,1,,
180119,1800,10,,
180119,1900,8,,
180119,2000,16,,
180119,2100,8,,
180119,2200,8,,
180119,2300,10,,
180120,0,8,,
180120,100,4,,
180120,200,3,,
180120,300,3,,
180120,400,3,,
180120,500,1,,
180120,600,1,,
180120,700,8,,
180120,800,7,,
180120,900,5,,
180120,1000,4,,
180120,1100,1,,
180120,1200,1,,
180120,1300,1,,
180120,1400,1,,
180120,1500,4,,
180120,1600,7,,
180120,1700,10,,
180120,1800,8,,
180120,1900,7,,
180120,2000,4,,
180120,2100,7,,
180120,2200,8,,
180120,2300,8,,
180121,0,8,,
180121,100,6,,
180121,200,5,,
180121,300,3,,
180121,400,4,,
180121,500,8,,
180121,600,8,,
180121,700,8,,
180121,800,7,,
180121,900,5,,
180121,1000,4,,
180121,1100,5,,
180121,1200,6,,
180121,1300,6,,
180121,1400,5,,
180121,1500,5,,
180121,1600,4,,
180121,1700,6,,
180121,1800,7,,
180121,1900,10,,
180121,2000,8,,
180121,2100,12,,
180121,2200,12,,
180121,2300,10,,
180122,0,7,,
180122,100,4,,
180122,200,4,,
180122,300,3,,
180122,400,3,,
180122,500,8,,
180122,600,4,,
180122,700,9,,
180122,800,8,,
180122,900,8,,
180122,1000,8,,
180122,1100,8,,
180122,1200,6,,
180122,1300,4,,
180122,1400,7,,
180122,1500,8,,
180122,1600,7,,
180122,1700,3,,
180122,1800,1,,
180122,1900,5,,
180122,2000,9,,
180122,2100,6,,
180122,2200,8,,
180122,2300,8,,
180123,0,5,,
180123,100,3,,
180123,200,1,,
180123,300,5,,
180123,400,2,,
180123,500,3,,
180123,600,4,,
180123,700,8,,
180123,800,8,,
180123,900,8,,
180123,1000,4,,
180123,1100,7,,
180123,1200,5,,
180123,1300,4,,
180123,1400,3,,
180123,1500,8,,
180123,1600,8,,
180123,1700,4,,
180123,1800,7,,
180123,1900,8,,
180123,2000,8,,
180123,2100,8,,
180123,2200,8,,
180123,2300,8,,
180124,0,8,,
180124,100,8,,
180124,200,8,,
180124,300,9,,
180124,400,10,,
180124,500,11,,
180124,600,16,,
180124,700,8,,
180124,800,6,,
180124,900,8,,
180124,1000,7,,
180124,1100,5,,
180124,1200,8,,
180124,1300,7,,
180124,1400,7,,
180124,1500,8,,
180124,1600,5,,
180124,1700,8,,
180124,1800,8,,
180124,1900,8,,
180124,2000,7,,
180124,2100,8,,
180124,2200,10,,
180124,2300,8,,
180125,0,8,,
180125,100,8,,
180125,200,4,,
180125,300,8,,
180125,400,5,,
180125,500,4,,
180125,600,11,,
180125,700,12,,
180125,800,10,,
180125,900,9,,
180125,1000,7,,
180125,1100,5,,
180125,1200,8,,
180125,1300,8,,
180125,1400,8,,
180125,1500,10,,
180125,1600,8,,
180125,1700,8,,
180125,1800,8,,
180125,1900,12,,
180125,2000,12,,
180125,2100,9,,
180125,2200,8,,
180125,2300,8,,
180126,0,8,,
180126,100,4,,
180126,200,1,,
180126,300,5,,
180126,400,5,,
180126,500,5,,
180126,600,7,,
180126,700,12,,
180126,800,8,,
180126,900,10,,
180126,1000,8,,
180126,1100,8,,
180126,1200,8,,
180126,1300,8,,
180126,1400,8,,
180126,1500,5,,
180126,1600,2,,
180126,1700,1,,
180126,1800,2,,
180126,1900,7,,
180126,2000,4,,
180126,2100,6,,
180126,2200,8,,
180126,2300,8,,
180127,0,8,,
180127,100,6,,
180127,200,3,,
180127,300,1,,
180127,400,7,,
180127,500,5,,
180127,600,5,,
180127,700,12,,
180127,800,8,,
180127,900,5,,
180127,1000,6,,
180127,1100,5,,
180127,1200,3,,
180127,1300,3,,
180127,1400,3,,
180127,1500,1,,
180127,1600,4,,
180127,1700,4,,
180127,1800,4,,
180127,1900,4,,
180127,2000,5,,
180127,2100,7,,
180127,2200,8,,
180127,2300,11,,
180128,0,9,,
180128,100,8,,
180128,200,8,,
180128,300,5,,
180128,400,5,,
180128,500,6,,
180128,600,5,,
180128,700,8,,
180128,800,6,,
180128,900,4,,
180128,1000,5,,
180128,1100,4,,
180128,1200,3,,
180128,1300,2,,
180128,1400,1,,
180128,1500,1,,
180128,1600,3,,
180128,1700,1,,
180128,1800,4,,
180128,1900,14,,
180128,2000,10,,
180128,2100,14,,
180128,2200,11,,
180128,2300,11,,
180129,0,8,,
180129,100,7,,
180129,200,3,,
180129,300,1,,
180129,400,5,,
180129,500,8,,
180129,600,16,,
180129,700,11,,
180129,800,14,,
180129,900,5,,
180129,1000,10,,
180129,1100,11,,
180129,1200,11,,
180129,1300,10,,
180129,1400,8,,
180129,1500,7,,
180129,1600,8,,
180129,1700,5,,
180129,1800,4,,
180129,1900,5,,
180129,2000,4,,
180129,2100,4,,
180129,2200,5,,
180129,2300,4,,
180130,0,4,,
180130,100,4,,
180130,200,3,,
180130,300,1,,
180130,400,1,,
180130,500,4,,
180130,600,5,,
180130,700,5,,
180130,800,8,,
180130,900,8,,
180130,1000,5,,
180130,1100,4,,
180130,1200,8,,
180130,1300,4,,
180130,1400,2,,
180130,1500,1,,
180130,1600,3,,
180130,1700,5,,
180130,1800,8,,
180130,1900,5,,
180130,2000,8,,
180130,2100,21,,
180130,2200,12,,
180130,2300,8,,
180131,0,10,,
180131,100,8,,
180131,200,5,,
180131,300,3,,
180131,400,5,,
180131,500,4,,
180131,600,5,,
180131,700,7,,
180131,800,7,,
180131,900,3,,
180131,1000,1,,
180131,1100,4,,
180131,1200,3,,
180131,1300,1,,
180131,1400,1,,
180131,1500,4,,
180131,1600,5,,
180131,1700,3,,
180131,1800,4,,
180131,1900,12,,
180131,2000,20,,
180131,2100,13,,
180131,2200,10,,
180131,2300,15,,
180201,0,7,,
180201,100,10,,
180201,200,8,,
180201,300,8,,
180201,400,8,,
180201,500,9,,
180201,600,15,,
180201,700,14,,
180201,800,12,,
180201,900,,,
180201,1000,,,
180201,1100,,,
180201,1200,,,
180201,1300,,,
180201,1400,,,
180201,1500,,,
180201,1600,,,
180201,1700,,,
180201,1800,16,,
180201,1900,11,,
180201,2000,16,,
180201,2100,16,,
180201,2200,8,,
180201,2300,9,,
180202,0,14,,
180202,100,8,,
180202,200,8,,
180202,300,8,,
180202,400,7,,
180202,500,6,,
180202,600,7,,
180202,700,8,,
180202,800,11,,
180202,900,8,,
180202,1000,8,,
180202,1100,8,,
180202,1200,5,,
180202,1300,8,,
180202,1400,8,,
180202,1500,6,,
180202,1600,8,,
180202,1700,9,,
180202,1800,5,,
180202,1900,4,,
180202,2000,8,,
180202,2100,7,,
180202,2200,5,,
180202,2300,8,,
180203,0,6,,
180203,100,4,,
180203,200,1,,
180203,300,1,,
180203,400,5,,
180203,500,4,,
180203,600,1,,
180203,700,9,,
180203,800,7,,
180203,900,6,,
180203,1000,4,,
180203,1100,3,,
180203,1200,3,,
180203,1300,3,,
180203,1400,4,,
180203,1500,7,,
180203,1600,4,,
180203,1700,4,,
180203,1800,8,,
180203,1900,7,,
180203,2000,4,,
180203,2100,4,,
180203,2200,3,,
180203,2300,3,,
180204,0,1,,
180204,100,1,,
180204,200,2,,
180204,300,1,,
180204,400,1,,
180204,500,1,,
180204,600,1,,
180204,700,3,,
180204,800,8,,
180204,900,8,,
180204,1000,4,,
180204,1100,1,,
180204,1200,1,,
180204,1300,2,,
180204,1400,5,,
180204,1500,4,,
180204,1600,3,,
180204,1700,4,,
180204,1800,8,,
180204,1900,7,,
180204,2000,8,,
180204,2100,7,,
180204,2200,3,,
180204,2300,4,,
180205,0,4,,
180205,100,5,,
180205,200,4,,
180205,300,1,,
180205,400,2,,
180205,500,7,,
180205,600,7,,
180205,700,14,,
180205,800,4,,
180205,900,8,,
180205,1000,6,,
180205,1100,6,,
180205,1200,5,,
180205,1300,8,,
180205,1400,10,,
180205,1500,11,,
180205,1600,7,,
180205,1700,7,,
180205,1800,5,,
180205,1900,6,,
180205,2000,11,,
180205,2100,10,,
180205,2200,9,,
180205,2300,7,,
180206,0,6,,
180206,100,8,,
180206,200,5,,
180206,300,4,,
180206,400,3,,
180206,500,1,,
180206,600,4,,
180206,700,8,,
180206,800,7,,
180206,900,8,,
180206,1000,6,,
180206,1100,5,,
180206,1200,4,,
180206,1300,5,,
180206,1400,5,,
180206,1500,5,,
180206,1600,5,,
180206,1700,8,,
180206,1800,8,,
180206,1900,6,,
180206,2000,8,,
180206,2100,9,,
180206,2200,6,,
180206,2300,11,,
180207,0,8,,
180207,100,8,,
180207,200,6,,
180207,300,5,,
180207,400,4,,
180207,500,3,,
180207,600,9,,
180207,700,7,,
180207,800,18,,
180207,900,7,,
180207,1000,7,,
180207,1100,5,,
180207,1200,4,,
180207,1300,3,,
180207,1400,,,
180207,1500,1,,
180207,1600,5,,
180207,1700,9,,
180207,1800,8,,
180207,1900,10,,
180207,2000,7,,
180207,2100,5,,
180207,2200,5,,
180207,2300,4,,
180208,0,8,,
180208,100,5,,
180208,200,1,,
180208,300,1,,
180208,400,5,,
180208,500,5,,
180208,600,8,,
180208,700,1,,
180208,800,1,,
180208,900,8,,
180208,1000,5,,
180208,1100,7,,
180208,1200,6,,
180208,1300,5,,
180208,1400,5,,
180208,1500,8,,
180208,1600,8,,
180208,1700,4,,
180208,1800,5,,
180208,1900,2,,
180208,2000,5,,
180208,2100,23,,
180208,2200,15,,
180208,2300,3,,
180209,0,8,,
180209,100,8,,
180209,200,8,,
180209,300,5,,
180209,400,3,,
180209,500,8,,
180209,600,14,,
180209,700,18,,
180209,800,16,,
180209,900,4,,
180209,1000,5,,
180209,1100,4,,
180209,1200,8,,
180209,1300,5,,
180209,1400,5,,
180209,1500,6,,
180209,1600,7,,
180209,1700,3,,
180209,1800,6,,
180209,1900,5,,
180209,2000,8,,
180209,2100,10,,
180209,2200,8,,
180209,2300,18,,
180210,0,21,,
180210,100,12,,
180210,200,9,,
180210,300,7,,
180210,400,4,,
180210,500,8,,
180210,600,8,,
180210,700,11,,
180210,800,16,,
180210,900,5,,
180210,1000,4,,
180210,1100,3,,
180210,1200,4,,
180210,1300,3,,
180210,1400,2,,
180210,1500,1,,
180210,1600,3,,
180210,1700,4,,
180210,1800,8,,
180210,1900,7,,
180210,2000,10,,
180210,2100,10,,
180210,2200,15,,
180210,2300,8,,
180211,0,11,,
180211,100,8,,
180211,200,8,,
180211,300,8,,
180211,400,8,,
180211,500,11,,
180211,600,11,,
180211,700,11,,
180211,800,8,,
180211,900,4,,
180211,1000,1,,
180211,1100,3,,
180211,1200,5,,
180211,1300,8,,
180211,1400,5,,
180211,1500,5,,
180211,1600,4,,
180211,1700,7,,
180211,1800,4,,
180211,1900,12,,
180211,2000,11,,
180211,2100,8,,
180211,2200,8,,
180211,2300,7,,
180212,0,5,,
180212,100,4,,
180212,200,8,,
180212,300,5,,
180212,400,4,,
180212,500,8,,
180212,600,34,,
180212,700,16,,
180212,800,11,,
180212,900,12,,
180212,1000,7,,
180212,1100,7,,
180212,1200,5,,
180212,1300,5,,
180212,1400,4,,
180212,1500,4,,
180212,1600,7,,
180212,1700,8,,
180212,1800,6,,
180212,1900,10,,
180212,2000,8,,
180212,2100,9,,
180212,2200,7,,
180212,2300,8,,
180213,0,8,,
180213,100,8,,
180213,200,7,,
180213,300,5,,
180213,400,5,,
180213,500,11,,
180213,600,29,,
180213,700,8,,
180213,800,8,,
180213,900,7,,
180213,1000,7,,
180213,1100,7,,
180213,1200,5,,
180213,1300,5,,
180213,1400,7,,
180213,1500,6,,
180213,1600,11,,
180213,1700,8,,
180213,1800,8,,
180213,1900,9,,
180213,2000,12,,
180213,2100,12,,
180213,2200,11,,
180213,2300,10,,
180214,0,8,,
180214,100,6,,
180214,200,8,,
180214,300,7,,
180214,400,4,,
180214,500,3,,
180214,600,8,,
180214,700,12,,
180214,800,12,,
180214,900,12,,
180214,1000,10,,
180214,1100,9,,
180214,1200,8,,
180214,1300,6,,
180214,1400,4,,
180214,1500,5,,
180214,1600,4,,
180214,1700,8,,
180214,1800,7,,
180214,1900,5,,
180214,2000,5,,
180214,2100,7,,
180214,2200,7,,
180214,2300,4,,
180215,0,4,,
180215,100,3,,
180215,200,3,,
180215,300,3,,
180215,400,1,,
180215,500,1,,
180215,600,5,,
180215,700,7,,
180215,800,14,,
180215,900,8,,
180215,1000,10,,
180215,1100,10,,
180215,1200,8,,
180215,1300,9,,
180215,1400,14,,
180215,1500,8,,
180215,1600,7,,
180215,1700,4,,
180215,1800,7,,
180215,1900,5,,
180215,2000,6,,
180215,2100,8,,
180215,2200,7,,
180215,2300,4,,
180216,0,3,,
180216,100,5,,
180216,200,4,,
180216,300,1,,
180216,400,1,,
180216,500,4,,
180216,600,4,,
180216,700,7,,
180216,800,4,,
180216,900,5,,
180216,1000,4,,
180216,1100,1,,
180216,1200,4,,
180216,1300,5,,
180216,1400,5,,
180216,1500,4,,
180216,1600,8,,
180216,1700,15,,
180216,1800,8,,
180216,1900,8,,
180216,2000,8,,
180216,2100,7,,
180216,2200,8,,
180216,2300,7,,
180217,0,8,,
180217,100,4,,
180217,200,1,,
180217,300,4,,
180217,400,4,,
180217,500,5,,
180217,600,4,,
180217,700,3,,
180217,800,3,,
180217,900,1,,
180217,1000,3,,
180217,1100,4,,
180217,1200,4,,
180217,1300,2,,
180217,1400,3,,
180217,1500,4,,
180217,1600,5,,
180217,1700,6,,
180217,1800,7,,
180217,1900,7,,
180217,2000,6,,
180217,2100,7,,
180217,2200,7,,
180217,2300,3,,
180218,0,8,,
180218,100,8,,
180218,200,4,,
180218,300,5,,
180218,400,7,,
180218,500,4,,
180218,600,5,,
180218,700,6,,
180218,800,6,,
180218,900,8,,
180218,1000,8,,
180218,1100,8,,
180218,1200,8,,
180218,1300,8,,
180218,1400,6,,
180218,1500,4,,
180218,1600,4,,
180218,1700,8,,
180218,1800,8,,
180218,1900,10,,
180218,2000,8,,
180218,2100,6,,
180218,2200,7,,
180218,2300,8,,
180219,0,8,,
180219,100,10,,
180219,200,7,,
180219,300,10,,
180219,400,10,,
180219,500,7,,
180219,600,10,,
180219,700,11,,
180219,800,14,,
180219,900,8,,
180219,1000,5,,
180219,1100,8,,
180219,1200,8,,
180219,1300,7,,
180219,1400,7,,
180219,1500,7,,
180219,1600,7,,
180219,1700,7,,
180219,1800,8,,
180219,1900,18,,
180219,2000,7,,
180219,2100,8,,
180219,2200,8,,
180219,2300,6,,
180220,0,6,,
180220,100,5,,
180220,200,7,,
180220,300,4,,
180220,400,3,,
180220,500,7,,
180220,600,5,,
180220,700,4,,
180220,800,8,,
180220,900,8,,
180220,1000,7,,
180220,1100,14,,
180220,1200,6,,
180220,1300,11,,
180220,1400,8,,
180220,1500,7,,
180220,1600,5,,
180220,1700,7,,
180220,1800,4,,
180220,1900,8,,
180220,2000,8,,
180220,2100,11,,
180220,2200,10,,
180220,2300,8,,
180221,0,8,,
180221,100,8,,
180221,200,8,,
180221,300,7,,
180221,400,5,,
180221,500,8,,
180221,600,11,,
180221,700,22,,
180221,800,16,,
180221,900,11,,
180221,1000,8,,
180221,1100,8,,
180221,1200,7,,
180221,1300,5,,
180221,1400,8,,
180221,1500,4,,
180221,1600,9,,
180221,1700,11,,
180221,1800,8,,
180221,1900,8,,
180221,2000,9,,
180221,2100,11,,
180221,2200,9,,
180221,2300,11,,
180222,0,11,,
180222,100,8,,
180222,200,5,,
180222,300,8,,
180222,400,11,,
180222,500,8,,
180222,600,12,,
180222,700,27,,
180222,800,20,,
180222,900,19,,
180222,1000,18,,
180222,1100,18,,
180222,1200,10,,
180222,1300,14,,
180222,1400,9,,
180222,1500,8,,
180222,1600,11,,
180222,1700,11,,
180222,1800,16,,
180222,1900,19,,
180222,2000,14,,
180222,2100,12,,
180222,2200,9,,
180222,2300,7,,
180223,0,11,,
180223,100,7,,
180223,200,5,,
180223,300,7,,
180223,400,4,,
180223,500,5,,
180223,600,4,,
180223,700,11,,
180223,800,12,,
180223,900,4,,
180223,1000,5,,
180223,1100,4,,
180223,1200,7,,
180223,1300,2,,
180223,1400,1,,
180223,1500,4,,
180223,1600,5,,
180223,1700,4,,
180223,1800,7,,
180223,1900,8,,
180223,2000,12,,
180223,2100,14,,
180223,2200,16,,
180223,2300,6,,
180224,0,5,,
180224,100,8,,
180224,200,8,,
180224,300,6,,
180224,400,7,,
180224,500,4,,
180224,600,3,,
180224,700,15,,
180224,800,12,,
180224,900,9,,
180224,1000,8,,
180224,1100,8,,
180224,1200,8,,
180224,1300,6,,
180224,1400,8,,
180224,1500,8,,
180224,1600,8,,
180224,1700,8,,
180224,1800,8,,
180224,1900,11,,
180224,2000,9,,
180224,2100,8,,
180224,2200,7,,
180224,2300,5,,
180225,0,9,,
180225,100,7,,
180225,200,3,,
180225,300,3,,
180225,400,10,,
180225,500,7,,
180225,600,6,,
180225,700,5,,
180225,800,1,,
180225,900,3,,
180225,1000,4,,
180225,1100,5,,
180225,1200,10,,
180225,1300,7,,
180225,1400,7,,
180225,1500,8,,
180225,1600,7,,
180225,1700,11,,
180225,1800,8,,
180225,1900,6,,
180225,2000,7,,
180225,2100,7,,
180225,2200,4,,
180225,2300,2,,
180226,0,2,,
180226,100,3,,
180226,200,2,,
180226,300,3,,
180226,400,1,,
180226,500,1,,
180226,600,4,,
180226,700,7,,
180226,800,8,,
180226,900,8,,
180226,1000,7,,
180226,1100,5,,
180226,1200,3,,
180226,1300,5,,
180226,1400,5,,
180226,1500,3,,
180226,1600,4,,
180226,1700,7,,
180226,1800,9,,
180226,1900,10,,
180226,2000,11,,
180226,2100,8,,
180226,2200,8,,
180226,2300,7,,
180227,0,5,,
180227,100,4,,
180227,200,8,,
180227,300,7,,
180227,400,4,,
180227,500,5,,
180227,600,4,,
180227,700,9,,
180227,800,9,,
180227,900,8,,
180227,1000,6,,
180227,1100,9,,
180227,1200,8,,
180227,1300,6,,
180227,1400,6,,
180227,1500,8,,
180227,1600,8,,
180227,1700,8,,
180227,1800,5,,
180227,1900,5,,
180227,2000,8,,
180227,2100,14,,
180227,2200,8,,
180227,2300,9,,
180228,0,8,,
180228,100,4,,
180228,200,6,,
180228,300,7,,
180228,400,5,,
180228,500,4,,
180228,600,5,,
180228,700,4,,
180228,800,1,,
180228,900,3,,
180228,1000,11,,
180228,1100,9,,
180228,1200,8,,
180228,1300,6,,
180228,1400,11,,
180228,1500,7,,
180228,1600,6,,
180228,1700,4,,
180228,1800,4,,
180228,1900,7,,
180228,2000,7,,
180228,2100,8,,
180228,2200,8,,
180228,2300,14,,
180301,0,4,,
180301,100,27,,
180301,200,15,,
180301,300,3,,
180301,400,4,,
180301,500,7,,
180301,600,8,,
180301,700,8,,
180301,800,12,,
180301,900,11,,
180301,1000,8,,
180301,1100,5,,
180301,1200,7,,
180301,1300,4,,
180301,1400,4,,
180301,1500,6,,
180301,1600,4,,
180301,1700,3,,
180301,1800,5,,
180301,1900,8,,
180301,2000,8,,
180301,2100,8,,
180301,2200,8,,
180301,2300,5,,
180302,0,4,,
180302,100,4,,
180302,200,3,,
180302,300,7,,
180302,400,4,,
180302,500,2,,
180302,600,5,,
180302,700,3,,
180302,800,8,,
180302,900,8,,
180302,1000,12,,
180302,1100,8,,
180302,1200,9,,
180302,1300,7,,
180302,1400,5,,
180302,1500,15,,
180302,1600,11,,
180302,1700,14,,
180302,1800,8,,
180302,1900,9,,
180302,2000,11,,
180302,2100,10,,
180302,2200,8,,
180302,2300,14,,
180303,0,35,,
180303,100,16,,
180303,200,11,,
180303,300,11,,
180303,400,11,,
180303,500,7,,
180303,600,3,,
180303,700,5,,
180303,800,5,,
180303,900,4,,
180303,1000,10,,
180303,1100,8,,
180303,1200,6,,
180303,1300,8,,
180303,1400,10,,
180303,1500,7,,
180303,1600,5,,
180303,1700,6,,
180303,1800,5,,
180303,1900,7,,
180303,2000,11,,
180303,2100,18,,
180303,2200,15,,
180303,2300,23,,
180304,0,18,,
180304,100,9,,
180304,200,8,,
180304,300,5,,
180304,400,6,,
180304,500,9,,
180304,600,7,,
180304,700,7,,
180304,800,8,,
180304,900,10,,
180304,1000,8,,
180304,1100,6,,
180304,1200,6,,
180304,1300,4,,
180304,1400,7,,
180304,1500,5,,
180304,1600,6,,
180304,1700,8,,
180304,1800,8,,
180304,1900,4,,
180304,2000,14,,
180304,2100,18,,
180304,2200,10,,
180304,2300,8,,
180305,0,10,,
180305,100,8,,
180305,200,15,,
180305,300,8,,
180305,400,8,,
180305,500,6,,
180305,600,23,,
180305,700,24,,
180305,800,11,,
180305,900,8,,
180305,1000,5,,
180305,1100,5,,
180305,1200,5,,
180305,1300,4,,
180305,1400,4,,
180305,1500,7,,
180305,1600,6,,
180305,1700,4,,
180305,1800,8,,
180305,1900,9,,
180305,2000,15,,
180305,2100,9,,
180305,2200,8,,
180305,2300,6,,
180306,0,5,,
180306,100,8,,
180306,200,8,,
180306,300,5,,
180306,400,5,,
180306,500,18,,
180306,600,11,,
180306,700,10,,
180306,800,8,,
180306,900,8,,
180306,1000,7,,
180306,1100,7,,
180306,1200,5,,
180306,1300,4,,
180306,1400,4,,
180306,1500,5,,
180306,1600,7,,
180306,1700,4,,
180306,1800,8,,
180306,1900,11,,
180306,2000,14,,
180306,2100,12,,
180306,2200,16,,
180306,2300,16,,
180307,0,22,,
180307,100,18,,
180307,200,12,,
180307,300,18,,
180307,400,14,,
180307,500,25,,
180307,600,27,,
180307,700,33,,
180307,800,19,,
180307,900,14,,
